startcong,district,statename,pop_density
109,30,Texas,8542008.646791043
109,31,Texas,384976.3225390204
109,32,Texas,16944659.1289097
63,1,Rhode Island,4745784.791157038
63,2,Rhode Island,1164390.5126762642
63,3,Rhode Island,3355822.750282994
64,1,Rhode Island,4907890.744270254
64,2,Rhode Island,1204163.625482619
64,3,Rhode Island,3470450.5451268074
65,1,Rhode Island,5040758.074705116
65,2,Rhode Island,1236762.966963769
65,3,Rhode Island,3564403.2273203824
66,1,Rhode Island,5101578.314867438
66,2,Rhode Island,1251685.369419872
66,3,Rhode Island,3607410.2229167065
67,1,Rhode Island,5297999.3794045
67,2,Rhode Island,1299877.783130433
67,3,Rhode Island,3746302.7993850918
68,1,Rhode Island,5464400.822994671
68,2,Rhode Island,1340704.8055805578
68,3,Rhode Island,3863968.006437956
69,1,Rhode Island,5653890.527898467
69,2,Rhode Island,1387196.5923659448
69,3,Rhode Island,3997959.304114465
70,1,Rhode Island,5810383.055956574
70,2,Rhode Island,1425592.436887828
70,3,Rhode Island,4108617.7534578154
71,1,Rhode Island,5943738.510309272
71,2,Rhode Island,1458311.5408284974
71,3,Rhode Island,4202915.596129692
108,4,Minnesota,10267520.94630198
108,5,Minnesota,17398999.197157864
108,1,Minnesota,170028.70427470322
108,2,Minnesota,721142.1045839405
108,3,Minnesota,4395376.432429754
108,6,Minnesota,692396.9030612231
108,7,Minnesota,64817.06066571752
108,8,Minnesota,72609.74285149851
109,4,Minnesota,10458944.844546609
109,5,Minnesota,17723379.762758236
109,1,Minnesota,173198.65713440196
109,2,Minnesota,734586.8137371769
109,3,Minnesota,4477322.220059368
109,6,Minnesota,705305.6972102358
109,7,Minnesota,66025.48619416595
109,8,Minnesota,73963.45229118364
110,4,Minnesota,10661196.664181976
110,5,Minnesota,18066108.963493578
110,1,Minnesota,176547.9188509985
110,2,Minnesota,748792.0248714489
110,3,Minnesota,4563903.283403729
110,6,Minnesota,718944.6792280384
110,7,Minnesota,67302.26649309281
110,8,Minnesota,75393.73450748248
111,4,Minnesota,10857280.141100401
111,5,Minnesota,18398385.49600052
111,1,Minnesota,179795.0336788603
111,2,Minnesota,762564.0007903312
111,3,Minnesota,4647843.768915623
111,6,Minnesota,732167.6950728411
111,7,Minnesota,68540.1071252606
111,8,Minnesota,76780.39550490685
112,4,Minnesota,11027883.661822816
112,5,Minnesota,18687484.542947263
112,1,Minnesota,182620.20401207323
112,2,Minnesota,774546.38510945
112,3,Minnesota,4720876.6556459805
112,6,Minnesota,743672.4536233543
112,7,Minnesota,69617.09725854419
112,8,Minnesota,77986.8676254898
58,1,Florida,34873.50131446937
58,2,Florida,35220.47779963434
58,3,Florida,62243.59585190787
59,1,Florida,36253.182696466065
59,2,Florida,36613.886423764125
59,3,Florida,64706.105410985976
60,1,Florida,37631.134070460255
60,2,Florida,38005.54782704862
60,3,Florida,67165.52718378311
61,1,Florida,39137.106036639714
61,2,Florida,39526.503572885595
61,3,Florida,69853.44514137245
62,1,Florida,40595.93528475095
62,2,Florida,40999.847550688035
62,3,Florida,72457.2209228052
88,1,North Dakota,52188.08062215066
88,2,North Dakota,31978.407597935107
89,1,North Dakota,53830.18375859456
89,2,North Dakota,32984.61136686166
90,1,North Dakota,55051.69002249406
90,2,North Dakota,33733.09310301177
91,1,North Dakota,56150.13316503438
91,2,North Dakota,34406.16753143598
92,1,North Dakota,57530.83859222543
92,2,North Dakota,35252.19904662178
58,2,Tennessee,186038.0447137861
58,3,Tennessee,122895.95545651774
58,4,Tennessee,129629.90521565176
58,6,Tennessee,303533.38291241764
58,7,Tennessee,135528.9136304083
58,9,Tennessee,190135.11893477794
58,10,Tennessee,273922.63639959454
58,5,Tennessee,224550.46305318415
58,8,Tennessee,145675.2164309354
58,1,Tennessee,151074.55938437168
59,2,Tennessee,193398.1667824062
59,3,Tennessee,127758.02135971114
59,4,Tennessee,134758.3827138898
59,6,Tennessee,315541.9091983911
59,7,Tennessee,140890.77039299638
59,9,Tennessee,197657.331324424
59,10,Tennessee,284759.6888119706
59,5,Tennessee,233434.2310006449
59,8,Tennessee,151438.48585764787
59,1,Tennessee,157051.44008230977
60,2,Tennessee,200749.05985783684
60,3,Tennessee,132613.9906285432
60,4,Tennessee,139880.42951934005
60,6,Tennessee,327535.3777711533
60,7,Tennessee,146245.90382422073
60,9,Tennessee,205170.11147282916
60,10,Tennessee,295583.15244389226
60,5,Tennessee,242306.85942716844
60,8,Tennessee,157194.52861423287
60,1,Tennessee,163020.82625899656
61,2,Tennessee,208782.89842928993
61,3,Tennessee,137921.11084011671
61,4,Tennessee,145478.34759108454
61,6,Tennessee,340643.11712154816
61,7,Tennessee,152098.56377636234
61,9,Tennessee,213380.8774730635
61,10,Tennessee,307412.18582943885
61,5,Tennessee,252003.81240304883
61,8,Tennessee,163485.34496025578
61,1,Tennessee,169544.807008282
62,2,Tennessee,216565.2469363293
62,3,Tennessee,143062.09776534283
62,4,Tennessee,150901.02928436254
62,6,Tennessee,353340.5337869364
62,7,Tennessee,157768.01294884182
62,9,Tennessee,221334.61489948235
62,10,Tennessee,318870.9249476032
62,5,Tennessee,261397.213433389
62,8,Tennessee,169579.2345453032
62,1,Tennessee,175864.56205346854
63,2,Tennessee,224322.2157120976
63,3,Tennessee,148186.31894607522
63,4,Tennessee,156306.02657247422
63,6,Tennessee,365996.54174099374
63,7,Tennessee,163418.97296007103
63,9,Tennessee,229262.41366248866
63,10,Tennessee,330292.29491951806
63,5,Tennessee,270759.98078115174
63,8,Tennessee,175653.2507874999
63,1,Tennessee,182163.707165214
64,2,Tennessee,231984.58730767356
64,3,Tennessee,153248.04962460353
64,4,Tennessee,161645.10925951137
64,6,Tennessee,378498.20813463564
64,7,Tennessee,169001.0188248218
64,9,Tennessee,237093.53195277535
64,10,Tennessee,341574.3798917754
64,5,Tennessee,280008.5680393076
64,8,Tennessee,181653.19366088932
64,1,Tennessee,188386.03343413325
65,2,Tennessee,238264.9171731231
65,3,Tennessee,157396.80930751652
65,4,Tennessee,166021.19570158157
65,6,Tennessee,388744.98197489267
65,7,Tennessee,173576.24581785154
65,9,Tennessee,243512.172117232
65,10,Tennessee,350821.54499098787
65,5,Tennessee,287589.0120371096
65,8,Tennessee,186570.94268267977
65,1,Tennessee,193486.05514566542
66,2,Tennessee,241139.74855164997
66,3,Tennessee,159295.91091108363
66,4,Tennessee,168024.3565049686
66,6,Tennessee,393435.45964019763
66,7,Tennessee,175670.56353765866
66,9,Tennessee,246450.31526378338
66,10,Tennessee,355054.45010253036
66,5,Tennessee,291058.9728090645
66,8,Tennessee,188822.05042740822
66,1,Tennessee,195820.59851545564
67,2,Tennessee,250424.11570027922
67,3,Tennessee,165429.1250786229
67,4,Tennessee,174493.6334494544
67,6,Tennessee,408583.5191307171
67,7,Tennessee,182434.23488958794
67,9,Tennessee,255939.1499521645
67,10,Tennessee,368724.7632396467
67,5,Tennessee,302265.33087194286
67,8,Tennessee,196092.08057571267
67,1,Tennessee,203360.0868942967
68,14,New York,1000680959.5182445
68,18,New York,839527753.6959023
68,19,New York,411905916.68101484
68,20,New York,573273021.5517503
68,21,New York,202227505.61685172
68,35,New York,690223.9082638207
68,36,New York,325490.69505777647
68,37,New York,287046.40400891216
68,38,New York,2587831.0009460505
68,39,New York,368657.8303807586
68,3,New York,233993950.8654046
68,40,New York,1516718.8259333398
68,41,New York,2707090.845548048
68,42,New York,1401364.898465713
68,43,New York,264682.2643265682
68,11,New York,15311570.391000021
68,13,New York,1074556586.428007
68,1,New York,741001.5722086091
68,4,New York,170572556.2410057
68,5,New York,187341819.86323625
68,6,New York,109854174.19681223
68,10,New York,354586270.9392126
68,12,New York,1470693783.7681086
68,15,New York,500000389.13533056
68,16,New York,483790764.8438855
68,17,New York,224714174.49039608
68,22,New York,248332988.3946804
68,23,New York,65993399.64196012
68,24,New York,16770013.194993632
68,25,New York,1545010.0407647525
68,26,New York,481921.57967458764
68,27,New York,223285.83895602144
68,28,New York,1686010.8516857275
68,29,New York,273274.3422694788
68,2,New York,12920888.997474624
68,30,New York,302062.72819067846
68,31,New York,117281.79839947844
68,32,New York,209348.4840689083
68,33,New York,329666.96321563376
68,34,New York,221903.0926794205
68,7,New York,256504282.153279
68,8,New York,26508568.731128126
68,9,New York,78496484.491133
69,14,New York,1035381697.2320719
69,18,New York,868640161.709047
69,19,New York,426189629.2285212
69,20,New York,593152481.2037634
69,21,New York,209240173.90456483
69,35,New York,714158.8883158109
69,36,New York,336777.77624989673
69,37,New York,297000.3477533859
69,38,New York,2677569.5374470074
69,39,New York,381441.8236770337
69,3,New York,242108188.11391953
69,40,New York,1569314.2727275658
69,41,New York,2800964.970468033
69,42,New York,1449960.2028136982
69,43,New York,273860.6840262095
69,11,New York,15842531.616024919
69,13,New York,1111819118.4164793
69,1,New York,766697.375609449
69,4,New York,176487521.9241199
69,5,New York,193838295.3803031
69,6,New York,113663601.0169327
69,10,New York,366882303.0239136
69,12,New York,1521693214.468242
69,15,New York,517338964.62751305
69,16,New York,500567237.1845821
69,17,New York,232506615.78289804
69,22,New York,256944462.22558388
69,23,New York,68281860.94427362
69,24,New York,17351549.02197395
69,25,New York,1598586.54552369
69,26,New York,498633.2340493967
69,27,New York,231028.74968008976
69,28,New York,1744476.859048533
69,29,New York,282750.7105213312
69,2,New York,13368948.267380888
69,30,New York,312537.39487077005
69,31,New York,121348.79386507177
69,32,New York,216608.08740937748
69,33,New York,341098.86537650536
69,34,New York,229598.05373939988
69,7,New York,265399112.9510586
69,8,New York,27427809.655978635
69,9,New York,81218516.817096
70,14,New York,1064039751.098772
70,18,New York,892683021.0831172
70,19,New York,437986018.31335
70,20,New York,609570190.5402789
70,21,New York,215031676.87478846
70,35,New York,733925.901722993
70,36,New York,346099.3585018126
70,37,New York,305220.94117038295
70,38,New York,2751681.2705799453
70,39,New York,391999.650186013
70,3,New York,248809436.08371314
70,40,New York,1612750.9039543273
70,41,New York,2878492.1328826314
70,42,New York,1490093.264570432
70,43,New York,281440.80086213164
70,11,New York,16281032.823502975
70,13,New York,1142592863.2786746
70,1,New York,787918.5877946866
70,4,New York,181372472.97514102
70,5,New York,199203493.8624557
70,6,New York,116809665.51598117
70,10,New York,377037140.4436847
70,12,New York,1563811755.1237354
70,15,New York,531658251.85779047
70,16,New York,514422304.2439003
70,17,New York,238942104.3928314
70,22,New York,264056359.46975607
70,23,New York,70171816.3629282
70,24,New York,17831817.91978407
70,25,New York,1642833.3961824107
70,26,New York,512434.7703517248
70,27,New York,237423.33282830278
70,28,New York,1792761.7687871098
70,29,New York,290576.8920296873
70,2,New York,13738983.821043814
70,30,New York,321188.03407127847
70,31,New York,124707.57476736238
70,32,New York,222603.52489251608
70,33,New York,350540.04990194435
70,34,New York,235953.0370362298
70,7,New York,272745024.2178492
70,8,New York,28186976.684590355
70,9,New York,83466542.48351467
71,14,New York,1088460775.1673388
71,18,New York,913171196.9439908
71,19,New York,448038337.3962423
71,20,New York,623560577.9100109
71,21,New York,219966918.95671332
71,35,New York,750770.4059739043
71,36,New York,354042.76546133676
71,37,New York,312226.13805598376
71,38,New York,2814835.7480968474
71,39,New York,400996.5254269774
71,3,New York,254519919.3817407
71,40,New York,1649765.525448873
71,41,New York,2944557.0760257016
71,42,New York,1524292.7420250163
71,43,New York,287900.2142107715
71,11,New York,16654702.598559137
71,13,New York,1168816778.114457
71,1,New York,806002.2907547831
71,4,New York,185535194.8314697
71,5,New York,203775459.6307779
71,6,New York,119490591.34611231
71,10,New York,385690607.6398216
71,12,New York,1599703162.818935
71,15,New York,543860464.182531
71,16,New York,526228930.32189703
71,17,New York,244426120.26380396
71,22,New York,270116778.4563682
71,23,New York,71782346.0584255
71,24,New York,18241080.124655325
71,25,New York,1680538.4479602103
71,26,New York,524195.78007660335
71,27,New York,242872.49101948124
71,28,New York,1833907.8615524846
71,29,New York,297245.9899338761
71,2,New York,14054310.437577538
71,30,New York,328559.6954236768
71,31,New York,127569.76735159758
71,32,New York,227712.55022125432
71,33,New York,358585.3762037221
71,34,New York,241368.4501263544
71,7,New York,279004858.77208257
71,8,New York,28833902.54927134
71,9,New York,85382202.53362568
72,14,New York,1108775706.1729684
72,18,New York,930214539.5112903
72,19,New York,456400483.39151925
72,20,New York,635198654.7310381
72,21,New York,224072361.1408283
72,35,New York,764782.7152333569
72,36,New York,360650.58681556385
72,37,New York,318053.4977527871
72,38,New York,2867371.5815594504
72,39,New York,408480.68740451284
72,3,New York,259270255.56266877
72,40,New York,1680556.5962798889
72,41,New York,2999514.0163273895
72,42,New York,1552742.0004577413
72,43,New York,293273.55711998075
72,11,New York,16965544.42394048
72,13,New York,1190631466.1099586
72,1,New York,821045.4427917
72,4,New York,188998006.5083883
72,5,New York,207578705.9190084
72,6,New York,121720752.66602294
72,10,New York,392889101.3866612
72,12,New York,1629559874.3546884
72,15,New York,554011025.4692794
72,16,New York,536050418.2951426
72,17,New York,248988066.71370655
72,22,New York,275158212.9692108
72,23,New York,73122085.11091909
72,24,New York,18581529.95312394
72,25,New York,1711903.8617642773
72,26,New York,533979.321522147
72,27,New York,247405.44067719177
72,28,New York,1868135.7478742427
72,29,New York,302793.7615348126
72,2,New York,14316618.784726927
72,30,New York,334691.9031210433
72,31,New York,129950.71766352175
72,32,New York,231962.55614925805
72,33,New York,365277.98042373767
72,34,New York,245873.32850426267
72,7,New York,284212179.5919981
72,8,New York,29372055.833501026
72,9,New York,86975768.04664347
86,0,Hawaii,282465.65474348003
87,0,Hawaii,291776.6574390209
88,0,Hawaii,300592.8144712949
89,0,Hawaii,310050.99721247645
90,0,Hawaii,317086.62683101476
91,0,Hawaii,323413.43770078913
78,0,New Mexico,10175.286187510363
79,0,New Mexico,10412.577603524061
80,0,New Mexico,10724.959474588399
81,0,New Mexico,11101.646199316887
82,0,New Mexico,11525.04242646565
83,0,New Mexico,11919.904259859322
84,0,New Mexico,12347.5607478382
85,0,New Mexico,12797.981737269054
86,0,New Mexico,13172.40430690879
87,0,New Mexico,13606.61034204522
88,0,New Mexico,14017.739918020654
89,0,New Mexico,14458.809495802112
90,0,New Mexico,14786.906580643143
108,13,Texas,65924.79218277536
108,7,Texas,14239645.55487049
108,1,Texas,207172.84963796337
108,2,Texas,192072.82851514185
108,3,Texas,5451291.254346419
108,4,Texas,421085.2002824052
108,5,Texas,363461.1741698622
108,6,Texas,679692.2497703875
108,8,Texas,2304800.3422832475
108,9,Texas,1219083.2923842608
108,10,Texas,4951912.277007869
108,11,Texas,299462.899109687
108,12,Texas,1962930.038227519
108,14,Texas,186369.20820549258
108,15,Texas,437342.0382789277
108,16,Texas,4639566.793210229
108,32,Texas,16084274.454896433
108,17,Texas,79469.78655907401
108,18,Texas,14799603.219780026
108,19,Texas,152586.33201942904
108,20,Texas,9104230.073540488
108,21,Texas,247474.1033797152
108,22,Texas,1622920.677878911
108,23,Texas,49472.552263417376
108,24,Texas,10242777.777428284
108,25,Texas,9978079.263961101
108,26,Texas,2320779.951995925
108,27,Texas,693648.9600847706
108,28,Texas,235501.70571699037
108,29,Texas,11501875.442869136
108,30,Texas,9219533.712836498
108,31,Texas,539519.2641005772
86,10,Texas,210706.90085150182
86,11,Texas,276204.78972239466
86,12,Texas,1819026.6093264667
86,13,Texas,95523.63647475156
86,14,Texas,96577.89617378694
86,15,Texas,96225.99864287052
86,16,Texas,39140.81964152034
86,17,Texas,125824.7225813724
86,18,Texas,57059.889840459866
86,19,Texas,84353.94860549366
86,1,Texas,223696.56625691248
86,20,Texas,1344443.9608375647
86,21,Texas,52433.821336320645
86,22,Texas,2253492.414236536
86,2,Texas,225385.3415505753
86,3,Texas,265812.25527561735
86,4,Texas,334199.91928251
86,5,Texas,1796920.0059960787
86,6,Texas,188670.76529012196
86,7,Texas,140978.55376397903
86,8,Texas,1655256.1200438861
86,9,Texas,131843.41776181088
87,10,Texas,217652.49755981346
87,11,Texas,285309.41358883266
87,12,Texas,1878987.7457629675
87,13,Texas,98672.4116329633
87,14,Texas,99761.42322035987
87,15,Texas,99397.92598235024
87,16,Texas,40431.03057891321
87,17,Texas,129972.32180785105
87,18,Texas,58940.772628118684
87,19,Texas,87134.53388960031
87,1,Texas,231070.34532146063
87,20,Texas,1388761.282724824
87,21,Texas,54162.213597827125
87,22,Texas,2327774.981306123
87,2,Texas,232814.78823717733
87,3,Texas,274574.3068164559
87,4,Texas,345216.2545325952
87,5,Texas,1856152.4356332151
87,6,Texas,194889.9780499226
87,7,Texas,145625.6734122136
87,8,Texas,1709818.839216012
87,9,Texas,136189.41309807354
103,3,Nebraska,33772.168259905826
103,1,Nebraska,159250.7989728012
103,2,Nebraska,3491192.669412085
104,3,Nebraska,34598.520873671914
104,1,Nebraska,163147.41920052117
104,2,Nebraska,3576616.743025821
105,3,Nebraska,35426.00741831486
105,1,Nebraska,167049.38641682448
105,2,Nebraska,3662158.0365685364
106,3,Nebraska,36256.704753137514
106,1,Nebraska,170966.49393734266
106,2,Nebraska,3748031.2450493793
107,3,Nebraska,37027.05362922921
107,1,Nebraska,174599.0316252188
107,2,Nebraska,3827665.94094464
74,1,West Virginia,741169.8344402964
74,6,West Virginia,443903.72784476046
74,2,West Virginia,138918.00482851287
74,3,West Virginia,230054.88825411964
74,4,West Virginia,272907.475563039
74,5,West Virginia,295218.0948111169
75,1,West Virginia,750341.0852856402
75,6,West Virginia,449396.60174500744
75,2,West Virginia,140636.9790905713
75,3,West Virginia,232901.592194748
75,4,West Virginia,276284.43830444396
75,5,West Virginia,298871.1296160774
76,1,West Virginia,762309.8001240005
76,6,West Virginia,456564.94142557634
76,2,West Virginia,142880.2840774263
76,3,West Virginia,236616.61299934363
76,4,West Virginia,280691.46028576547
76,5,West Virginia,303638.4326385845
77,1,West Virginia,777003.5919855647
77,6,West Virginia,465365.3926587933
77,2,West Virginia,145634.3522463169
77,3,West Virginia,241177.4821654426
77,4,West Virginia,286101.8877708728
77,5,West Virginia,309491.17115727754
78,1,West Virginia,796439.2836979916
78,6,West Virginia,477005.87720563554
78,2,West Virginia,149277.19817675246
78,3,West Virginia,247210.20999282438
78,4,West Virginia,293258.3387144887
78,5,West Virginia,317232.67332325794
79,1,West Virginia,815012.5406968569
79,6,West Virginia,488129.8296884577
79,2,West Virginia,152758.39733726336
79,3,West Virginia,252975.24300528594
79,4,West Virginia,300097.23102366045
79,5,West Virginia,324630.6559324435
80,1,West Virginia,839463.2725038993
80,6,West Virginia,502773.9375478594
80,2,West Virginia,157341.21590515124
80,3,West Virginia,260564.61066735274
80,4,West Virginia,309100.2788853802
80,5,West Virginia,334369.71724524454
81,1,West Virginia,868947.2692871587
81,6,West Virginia,520432.5840222338
81,2,West Virginia,162867.4230133962
81,3,West Virginia,269716.27506338124
81,4,West Virginia,319956.63428158226
81,5,West Virginia,346113.5969247839
82,1,West Virginia,902087.3089535319
82,6,West Virginia,540280.9189992441
82,2,West Virginia,169078.88491654678
82,3,West Virginia,280002.7543126911
82,4,West Virginia,332159.1877924637
82,5,West Virginia,359313.7285513762
88,0,Alabama,33628.998199186
63,26,Pennsylvania,413457.1701375537
63,27,Pennsylvania,291992.008896118
63,28,Pennsylvania,226867.4654406496
63,3,Pennsylvania,197385279.38124305
63,5,Pennsylvania,14992495.434512682
63,6,Pennsylvania,15583756.907008935
63,0,Pennsylvania,17837.50364381763
63,10,Pennsylvania,1724459.6494015558
63,11,Pennsylvania,886510.1235369911
63,12,Pennsylvania,1034800.715202974
63,13,Pennsylvania,669371.2151054989
63,14,Pennsylvania,253261.3687639205
63,15,Pennsylvania,183427.89204111835
63,16,Pennsylvania,518790.03159969306
63,17,Pennsylvania,197866.44809496467
63,18,Pennsylvania,553646.0619492162
63,19,Pennsylvania,364182.6695420536
63,1,Pennsylvania,61297314.602556415
63,20,Pennsylvania,572281.7092888758
63,21,Pennsylvania,220192.70545175576
63,22,Pennsylvania,443126.0643312002
63,23,Pennsylvania,333351.88426368916
63,24,Pennsylvania,487120.99775087956
63,25,Pennsylvania,432383.14977356966
63,29,Pennsylvania,2910957.1823625052
63,2,Pennsylvania,204631490.02313858
63,30,Pennsylvania,4664510.093909599
63,31,Pennsylvania,58260729.46095186
63,32,Pennsylvania,2930070.7939265487
63,4,Pennsylvania,107349228.40412267
63,7,Pennsylvania,866143.1286302825
63,8,Pennsylvania,736960.6703791835
63,9,Pennsylvania,831192.2810860137
64,26,Pennsylvania,427579.99103780376
64,27,Pennsylvania,301965.837248332
64,28,Pennsylvania,234616.77737408644
64,3,Pennsylvania,204127542.3056463
64,5,Pennsylvania,15504607.312507194
64,6,Pennsylvania,16116065.024141118
64,0,Pennsylvania,18446.79497424826
64,10,Pennsylvania,1783363.5372458608
64,11,Pennsylvania,916791.4310223738
64,12,Pennsylvania,1070147.3151020645
64,13,Pennsylvania,692235.517552044
64,14,Pennsylvania,261912.24051156748
64,15,Pennsylvania,189693.40018684787
64,16,Pennsylvania,536510.7998685804
64,17,Pennsylvania,204625.14672313002
64,18,Pennsylvania,572557.4383620045
64,19,Pennsylvania,376622.377904606
64,1,Pennsylvania,63391100.99283761
64,20,Pennsylvania,591829.6399296406
64,21,Pennsylvania,227714.02172643077
64,22,Pennsylvania,458262.31179475295
64,23,Pennsylvania,344738.47832529584
64,24,Pennsylvania,503760.0189237329
64,25,Pennsylvania,447152.4420378846
64,29,Pennsylvania,3010389.3119858103
64,2,Pennsylvania,211621268.14982247
64,30,Pennsylvania,4823839.875569396
64,31,Pennsylvania,60250792.53670213
64,32,Pennsylvania,3030155.8040230265
64,4,Pennsylvania,111016050.5952267
64,7,Pennsylvania,895728.7427231717
64,8,Pennsylvania,762133.6854095693
64,9,Pennsylvania,859584.0482805279
65,26,Pennsylvania,439155.5160274095
65,27,Pennsylvania,310140.7125192524
65,28,Pennsylvania,240968.36637824637
65,3,Pennsylvania,209653721.0711464
65,5,Pennsylvania,15924350.923437959
65,6,Pennsylvania,16552362.131889932
65,0,Pennsylvania,18946.190036407905
65,10,Pennsylvania,1831643.0863913589
65,11,Pennsylvania,941610.9790426124
65,12,Pennsylvania,1099118.542119627
65,13,Pennsylvania,710975.8461456895
65,14,Pennsylvania,269002.77736706135
65,15,Pennsylvania,194828.81517410345
65,16,Pennsylvania,551035.319961297
65,17,Pennsylvania,210164.79672790755
65,18,Pennsylvania,588057.8197518298
65,19,Pennsylvania,386818.36892022414
65,1,Pennsylvania,65107236.661113866
65,20,Pennsylvania,607851.7619423361
65,21,Pennsylvania,233878.7380467155
65,22,Pennsylvania,470668.4742746658
65,23,Pennsylvania,354071.30248539627
65,24,Pennsylvania,517397.9037874809
65,25,Pennsylvania,459257.8360588016
65,29,Pennsylvania,3091887.13096643
65,2,Pennsylvania,217350318.45419875
65,30,Pennsylvania,4954431.765264659
65,31,Pennsylvania,61881913.19077991
65,32,Pennsylvania,3112188.7451499803
65,4,Pennsylvania,114021497.75095849
65,7,Pennsylvania,919978.077730954
65,8,Pennsylvania,782766.310195089
65,9,Pennsylvania,882854.867402319
66,26,Pennsylvania,444454.2317280153
66,27,Pennsylvania,313882.7751891887
66,28,Pennsylvania,243875.81674532325
66,3,Pennsylvania,212183338.53691167
66,5,Pennsylvania,16116489.25526005
66,6,Pennsylvania,16752077.854246663
66,0,Pennsylvania,19174.78895170949
66,10,Pennsylvania,1853743.1298282766
66,11,Pennsylvania,952972.1681804586
66,12,Pennsylvania,1112380.1691820377
66,13,Pennsylvania,719554.2625408702
66,14,Pennsylvania,272248.4823347121
66,15,Pennsylvania,197179.55987436813
66,16,Pennsylvania,557683.9430456191
66,17,Pennsylvania,212700.58067572268
66,18,Pennsylvania,595153.1449581936
66,19,Pennsylvania,391485.6006635967
66,1,Pennsylvania,65892800.60037625
66,20,Pennsylvania,615185.9147813584
66,21,Pennsylvania,236700.64713381126
66,22,Pennsylvania,476347.41565966635
66,23,Pennsylvania,358343.41817367147
66,24,Pennsylvania,523640.66812996066
66,25,Pennsylvania,464799.10018446756
66,29,Pennsylvania,3129192.8923366917
66,2,Pennsylvania,219972800.70227107
66,30,Pennsylvania,5014210.4186666785
66,31,Pennsylvania,62628561.36674644
66,32,Pennsylvania,3149739.459567388
66,4,Pennsylvania,115397246.15508847
66,7,Pennsylvania,931078.2509196744
66,8,Pennsylvania,792210.9283004369
66,9,Pennsylvania,893507.123326548
67,26,Pennsylvania,461566.6169440967
67,27,Pennsylvania,325967.8957219527
67,28,Pennsylvania,253265.52804317023
67,3,Pennsylvania,220352825.44079566
67,5,Pennsylvania,16737006.628656594
67,6,Pennsylvania,17397066.671873856
67,0,Pennsylvania,19913.057037723604
67,10,Pennsylvania,1925115.9827898797
67,11,Pennsylvania,989663.5205806935
67,12,Pennsylvania,1155209.0514445913
67,13,Pennsylvania,747258.5543339741
67,14,Pennsylvania,282730.5985384253
67,15,Pennsylvania,204771.3710090913
67,16,Pennsylvania,579155.9007433014
67,17,Pennsylvania,220889.98244619463
67,18,Pennsylvania,618067.7425748934
67,19,Pennsylvania,406558.58664700855
67,1,Pennsylvania,68429806.45237611
67,20,Pennsylvania,638871.8144797737
67,21,Pennsylvania,245814.09991589267
67,22,Pennsylvania,494687.75284525385
67,23,Pennsylvania,372140.3632215201
67,24,Pennsylvania,543801.891014502
67,25,Pennsylvania,482694.803909732
67,29,Pennsylvania,3249673.136119944
67,2,Pennsylvania,228442197.62541953
67,30,Pennsylvania,5207267.642815737
67,31,Pennsylvania,65039887.418182485
67,32,Pennsylvania,3271010.787669835
67,4,Pennsylvania,119840273.10389987
67,7,Pennsylvania,966926.643304434
67,8,Pennsylvania,822712.6484095224
67,9,Pennsylvania,927908.9514478142
108,1,Ohio,5875717.460486941
108,10,Ohio,12224425.315490723
108,11,Ohio,17713893.371575218
108,12,Ohio,2362683.9373760126
108,14,Ohio,1311152.180884503
108,16,Ohio,1384713.7018156974
108,2,Ohio,941634.5144719727
108,15,Ohio,2064055.249208143
108,17,Ohio,2321880.7157728397
108,13,Ohio,4461983.481769196
108,3,Ohio,1528562.6278486894
108,4,Ohio,521375.9222513701
108,5,Ohio,389615.7688670379
108,6,Ohio,468623.810544622
108,7,Ohio,855579.0660488394
108,8,Ohio,1202657.6538128662
108,9,Ohio,2097004.3893631638
108,18,Ohio,355254.8379312669
109,1,Ohio,5985262.183809423
109,10,Ohio,12452333.021735467
109,11,Ohio,18044144.708778273
109,12,Ohio,2406732.9509575604
109,14,Ohio,1335596.8217057378
109,16,Ohio,1410529.7966783799
109,2,Ohio,959190.0033211904
109,15,Ohio,2102536.7389525604
109,17,Ohio,2365169.009042146
109,13,Ohio,4545171.066820193
109,3,Ohio,1557060.5893784622
109,4,Ohio,531096.2639005576
109,5,Ohio,396879.62249676615
109,6,Ohio,477360.6611528511
109,7,Ohio,871530.1686505394
109,8,Ohio,1225079.5624265042
109,9,Ohio,2136100.170803237
109,18,Ohio,361878.078955339
110,1,Ohio,6101003.320765641
110,10,Ohio,12693132.361418832
110,11,Ohio,18393076.76218872
110,12,Ohio,2453273.603570464
110,14,Ohio,1361424.1772854973
110,16,Ohio,1437806.1828022492
110,2,Ohio,977738.5210188351
110,15,Ohio,2143194.939911053
110,17,Ohio,2410905.9110847428
110,13,Ohio,4633064.170042524
110,3,Ohio,1587170.5423579456
110,4,Ohio,541366.4381267312
110,5,Ohio,404554.3570918168
110,6,Ohio,486591.71302046336
110,7,Ohio,888383.5477529827
110,8,Ohio,1248769.769649277
110,9,Ohio,2177407.4109588857
110,18,Ohio,368875.9645970278
111,1,Ohio,6213214.546344639
111,10,Ohio,12926587.72340223
111,11,Ohio,18731366.9707236
111,12,Ohio,2498394.844006488
111,14,Ohio,1386463.8416544907
111,16,Ohio,1464250.6847037913
111,2,Ohio,995721.3399046889
111,15,Ohio,2182613.133643809
111,17,Ohio,2455247.914000506
111,13,Ohio,4718276.6804073565
