startcong,district,statename,pop_density
86,17,Michigan,11815166.071139006
86,18,Michigan,1575995.3330972586
86,1,Michigan,60067326.69499911
86,2,Michigan,522172.0489794114
86,3,Michigan,479888.9508574229
86,4,Michigan,394334.956824808
86,5,Michigan,981823.1432806251
86,6,Michigan,795725.5088284855
87,10,Michigan,187193.07624982775
87,11,Michigan,106658.53756857173
87,12,Michigan,156273.27929519728
87,7,Michigan,325886.3945561812
87,8,Michigan,385550.4056436631
87,9,Michigan,243113.52015854884
87,13,Michigan,85301325.34763534
87,14,Michigan,34651632.910066366
87,15,Michigan,68544075.41495812
87,16,Michigan,3814542.236213162
87,17,Michigan,12204633.042748509
87,18,Michigan,1627945.3544474815
87,1,Michigan,62047344.55337906
87,2,Michigan,539384.5676482697
87,3,Michigan,495707.67869196826
87,4,Michigan,407333.54190686403
87,5,Michigan,1014187.2830622647
87,6,Michigan,821955.2547575654
91,1,Oklahoma,1156263.6669613442
91,2,Oklahoma,139403.13890124328
91,3,Oklahoma,95962.36513841021
91,4,Oklahoma,172560.82564783978
91,5,Oklahoma,3846307.3516161856
91,6,Oklahoma,70773.96876549715
92,1,Oklahoma,1184695.6479781142
92,2,Oklahoma,142830.99667466478
92,3,Oklahoma,98322.03466872578
92,4,Oklahoma,176804.01537977275
92,5,Oklahoma,3940886.244588934
92,6,Oklahoma,72514.26744815856
61,1,North Carolina,142374.83904627495
61,10,North Carolina,140465.75142108847
61,2,North Carolina,201739.64707678335
61,3,North Carolina,135218.99598857787
61,4,North Carolina,217809.12427491843
61,5,North Carolina,157391.24053632282
61,6,North Carolina,147333.6935921956
61,7,North Carolina,150112.71016731387
61,8,North Carolina,178446.0531651751
61,9,North Carolina,218031.16682260478
62,1,North Carolina,147681.83796442155
62,10,North Carolina,145701.58940919026
62,2,North Carolina,209259.45953771812
62,3,North Carolina,140259.2620231615
62,4,North Carolina,225927.92387906584
62,5,North Carolina,163257.9733723159
62,6,North Carolina,152825.53300524096
62,7,North Carolina,155708.13697021303
62,8,North Carolina,185097.60070994397
62,9,North Carolina,226158.24302652394
73,10,Wisconsin,63685.800668183685
73,1,Wisconsin,404930.63753496663
73,2,Wisconsin,245187.23718922178
73,3,Wisconsin,131489.81453181678
73,4,Wisconsin,6336197.7337956885
73,5,Wisconsin,12107497.872593135
73,6,Wisconsin,340408.17858713807
73,7,Wisconsin,120059.91235800955
73,8,Wisconsin,145484.41247946306
73,9,Wisconsin,112860.39164561893
74,10,Wisconsin,64533.466619129926
74,1,Wisconsin,410320.3148308795
74,2,Wisconsin,248450.70990042717
74,3,Wisconsin,133239.96036503924
74,4,Wisconsin,6420533.315998467
74,5,Wisconsin,12268650.17954495
74,6,Wisconsin,344939.05390603945
74,7,Wisconsin,121657.92476755311
74,8,Wisconsin,147420.82815702978
74,9,Wisconsin,114362.57753642525
75,10,Wisconsin,65332.0050684593
75,1,Wisconsin,415397.62688459555
75,2,Wisconsin,251525.0441181996
75,3,Wisconsin,134888.67438758744
75,4,Wisconsin,6499981.12791107
75,5,Wisconsin,12420462.710360305
75,6,Wisconsin,349207.3368861702
75,7,Wisconsin,123163.3224423111
75,8,Wisconsin,149245.01653063978
75,9,Wisconsin,115777.7024338095
76,10,Wisconsin,66374.11798725947
76,1,Wisconsin,422023.64782122156
76,2,Wisconsin,255537.12820474638
76,3,Wisconsin,137040.28798083068
76,4,Wisconsin,6603662.536406883
76,5,Wisconsin,12618581.911422312
76,6,Wisconsin,354777.55437341164
76,7,Wisconsin,125127.90456871282
76,8,Wisconsin,151625.62860017826
76,9,Wisconsin,117624.47629738289
77,10,Wisconsin,67653.50266070987
77,1,Wisconsin,430158.3033651151
77,2,Wisconsin,260462.6970143453
77,3,Wisconsin,139681.7881529544
77,4,Wisconsin,6730950.474746633
77,5,Wisconsin,12861809.554782502
77,6,Wisconsin,361616.0176074796
77,7,Wisconsin,127539.78932410658
77,8,Wisconsin,154548.2663875548
77,9,Wisconsin,119891.7298106633
78,10,Wisconsin,69345.76333304385
78,1,Wisconsin,440918.1302925308
78,2,Wisconsin,266977.81835222983
78,3,Wisconsin,143175.73876062647
78,4,Wisconsin,6899316.077825107
78,5,Wisconsin,13183530.28805724
78,6,Wisconsin,370661.3521580374
78,7,Wisconsin,130730.02428819059
78,8,Wisconsin,158414.08179842404
78,9,Wisconsin,122890.65893210414
79,10,Wisconsin,70962.93203696166
79,1,Wisconsin,451200.5032455049
79,2,Wisconsin,273203.8392614805
79,3,Wisconsin,146514.649643646
79,4,Wisconsin,7060210.6660915995
79,5,Wisconsin,13490975.062824603
79,6,Wisconsin,379305.3112068839
79,7,Wisconsin,133778.69653260638
79,8,Wisconsin,162108.35644522446
79,9,Wisconsin,125756.51429336652
80,10,Wisconsin,73091.85095886387
80,1,Wisconsin,464736.7151995267
80,2,Wisconsin,281400.07363687456
80,3,Wisconsin,150910.15305660764
80,4,Wisconsin,7272020.066411042
80,5,Wisconsin,13895710.200758284
80,6,Wisconsin,390684.63603221305
80,7,Wisconsin,137792.1157956004
80,8,Wisconsin,166971.67786569436
80,9,Wisconsin,129529.26458914299
81,10,Wisconsin,75659.01496608208
81,1,Wisconsin,481059.4016884008
81,2,Wisconsin,291283.53029028047
81,3,Wisconsin,156210.48555836285
81,4,Wisconsin,7527431.14068751
81,5,Wisconsin,14383761.421436744
81,6,Wisconsin,404406.43295810436
81,7,Wisconsin,142631.71084632626
81,8,Wisconsin,172836.13027753553
81,9,Wisconsin,134078.6481602587
82,10,Wisconsin,78544.50968563114
82,1,Wisconsin,499406.11640552466
82,2,Wisconsin,302392.5447140211
82,3,Wisconsin,162168.0641948138
82,4,Wisconsin,7814513.424510004
82,5,Wisconsin,14932331.445080532
82,6,Wisconsin,419829.745399793
82,7,Wisconsin,148071.42016149283
82,8,Wisconsin,179427.78021491176
82,9,Wisconsin,139192.15950380635
83,10,Wisconsin,81235.53918034742
83,1,Wisconsin,516516.37139938615
83,2,Wisconsin,312752.8774739391
83,3,Wisconsin,167724.137376707
83,4,Wisconsin,8082248.0656247055
83,5,Wisconsin,15443931.103725318
83,6,Wisconsin,434213.61808741826
83,7,Wisconsin,153144.52534190493
83,8,Wisconsin,185575.19205391046
83,9,Wisconsin,143961.05052059653
84,10,Wisconsin,84150.0680748394
84,1,Wisconsin,535047.6928396191
84,2,Wisconsin,323973.67206003354
84,3,Wisconsin,173741.66184469764
84,4,Wisconsin,8372219.003928193
84,5,Wisconsin,15998020.901128178
84,6,Wisconsin,449792.121647149
84,7,Wisconsin,158638.96962879924
84,8,Wisconsin,192233.1679201292
84,9,Wisconsin,149126.01459490653
85,10,Wisconsin,87219.73970448323
85,1,Wisconsin,554565.4515389403
85,2,Wisconsin,335791.7586359084
85,3,Wisconsin,180079.50401705955
85,4,Wisconsin,8677625.330286324
85,5,Wisconsin,16581605.34751231
85,6,Wisconsin,466199.8815770591
85,7,Wisconsin,164425.8876380915
85,8,Wisconsin,199245.55323770465
85,9,Wisconsin,154565.91389286928
86,10,Wisconsin,89771.47323043138
86,1,Wisconsin,570790.0270744684
86,2,Wisconsin,345615.8086864074
86,3,Wisconsin,185347.9777512551
86,4,Wisconsin,8931501.20237598
86,5,Wisconsin,17066723.033286754
86,6,Wisconsin,479839.2007454479
86,7,Wisconsin,169236.39328098248
86,8,Wisconsin,205074.75612016412
86,9,Wisconsin,159087.9524335206
87,10,Wisconsin,92730.63805346203
87,1,Wisconsin,589605.1551844848
87,2,Wisconsin,357008.449427892
87,3,Wisconsin,191457.66043824318
87,4,Wisconsin,9225913.037492968
87,5,Wisconsin,17629298.70044634
87,6,Wisconsin,495656.288651673
87,7,Wisconsin,174814.98482852432
87,8,Wisconsin,211834.69870063927
87,9,Wisconsin,164332.01778823356
88,10,Wisconsin,95532.53411313273
88,1,Wisconsin,607420.3282033582
88,2,Wisconsin,367795.6130743284
88,3,Wisconsin,197242.6358858014
88,4,Wisconsin,9504677.962756535
88,5,Wisconsin,18161975.533048965
88,6,Wisconsin,510632.7563141025
88,7,Wisconsin,180097.0946839536
88,8,Wisconsin,218235.37511190973
88,9,Wisconsin,169297.38029175834
88,1,Mississippi,192776.41591846212
88,2,Mississippi,127479.93216917111
88,3,Mississippi,216397.56861274465
88,4,Mississippi,218782.70306364636
88,5,Mississippi,191817.8056286104
89,1,Mississippi,198842.14497839927
89,2,Mississippi,131491.10088725964
89,3,Mississippi,223206.53958660722
89,4,Mississippi,225666.7225297312
89,5,Mississippi,197853.37192063528
105,14,Ohio,4411031.269143468
105,15,Ohio,2620070.9322095276
105,16,Ohio,1058468.7172520813
105,1,Ohio,12970188.863344384
105,2,Ohio,1181989.9057127817
105,3,Ohio,5305663.372129146
105,4,Ohio,498714.0929292188
105,5,Ohio,425642.57930451905
105,6,Ohio,362656.3309734324
105,7,Ohio,659192.4218622437
105,8,Ohio,835145.7592730179
105,9,Ohio,2017538.937724163
105,10,Ohio,14404480.752960565
105,11,Ohio,21456020.141663723
105,12,Ohio,2207007.5547144413
105,13,Ohio,1321132.1918468378
105,17,Ohio,1645920.506070961
105,18,Ohio,374137.05214347877
105,19,Ohio,2016707.4136992912
106,14,Ohio,4514464.655689942
106,15,Ohio,2681508.449419201
106,16,Ohio,1083288.537674743
106,1,Ohio,13274324.217738185
106,2,Ohio,1209706.1496820434
106,3,Ohio,5430074.807226832
106,4,Ohio,510408.33955833846
106,5,Ohio,435623.3866825615
106,6,Ohio,371160.1864612637
106,7,Ohio,674649.6926043357
106,8,Ohio,854728.9244946756
106,9,Ohio,2064847.8031765516
106,10,Ohio,14742248.529884879
106,11,Ohio,21959138.04984681
106,12,Ohio,2258759.231723545
106,13,Ohio,1352111.1553455074
106,17,Ohio,1684515.3655361638
106,18,Ohio,382910.11675683147
106,19,Ohio,2063996.780911781
107,14,Ohio,4610383.818706694
107,15,Ohio,2738482.656929378
107,16,Ohio,1106305.2490157962
107,1,Ohio,13556364.762008179
107,2,Ohio,1235408.8653357083
107,3,Ohio,5545448.006565336
107,4,Ohio,521253.0231390373
107,5,Ohio,444879.1088618125
107,6,Ohio,379046.25427788397
107,7,Ohio,688984.024309105
107,8,Ohio,872889.4129017353
107,9,Ohio,2108719.776520732
107,10,Ohio,15055478.170123449
107,11,Ohio,22425705.47321912
107,12,Ohio,2306751.255471081
107,13,Ohio,1380839.5606422222
107,17,Ohio,1720306.3875674112
107,18,Ohio,391045.8362077901
107,19,Ohio,2107850.6725232266
90,21,Illinois,193095.30740732045
90,22,Illinois,289298.9650906074
90,23,Illinois,204605.60702272085
90,24,Illinois,1695206.3666859258
90,2,Illinois,28381449.717471346
90,3,Illinois,46029139.16927584
90,4,Illinois,5483926.669957965
90,9,Illinois,107844320.58448124
90,10,Illinois,16753935.632529553
90,11,Illinois,42945109.489783585
90,12,Illinois,1403878.8676335926
90,13,Illinois,7681100.709294592
90,14,Illinois,3665218.6802627374
90,15,Illinois,533831.7851189952
90,16,Illinois,410712.8776170887
90,17,Illinois,268514.5396722876
90,18,Illinois,372022.71031410125
90,19,Illinois,323721.0078261048
90,1,Illinois,93182944.70697162
90,20,Illinois,233859.74934720056
90,5,Illinois,28463365.758004665
90,6,Illinois,74426894.32911962
90,7,Illinois,75106707.82072052
90,8,Illinois,79773084.45895304
91,21,Illinois,196948.12675204207
91,22,Illinois,295071.3303752688
91,23,Illinois,208688.0907006529
91,24,Illinois,1729030.7199058903
91,2,Illinois,28947743.11926829
91,3,Illinois,46947555.88376482
91,4,Illinois,5593347.13720153
91,9,Illinois,109996131.98862778
91,10,Illinois,17088225.927679334
91,11,Illinois,43801990.74093902
91,12,Illinois,1431890.3803497197
91,13,Illinois,7834361.261292882
91,14,Illinois,3738350.573645124
91,15,Illinois,544483.2994211796
91,16,Illinois,418907.80757813354
91,17,Illinois,273872.1945354694
91,18,Illinois,379445.6576359148
91,19,Illinois,330180.19411080435
91,1,Illinois,95042218.53804317
91,20,Illinois,238525.93921133855
91,5,Illinois,29031293.625754446
91,6,Illinois,75911929.78694098
91,7,Illinois,76605307.55727248
91,8,Illinois,81364792.13491035
92,21,Illinois,201790.98877486968
92,22,Illinois,302326.995932823
92,23,Illinois,213819.6329282314
92,24,Illinois,1771546.7739949788
92,2,Illinois,29659554.539416358
92,3,Illinois,48101974.25373646
92,4,Illinois,5730884.918738027
92,9,Illinois,112700885.26072323
92,10,Illinois,17508417.384929627
92,11,Illinois,44879061.14004268
92,12,Illinois,1467099.8929163374
92,13,Illinois,8027004.528589323
92,14,Illinois,3830274.860104142
92,15,Illinois,557871.8882659493
92,16,Illinois,429208.55400229356
92,17,Illinois,280606.58328999724
92,18,Illinois,388776.04830982746
92,19,Illinois,338299.1701534769
92,1,Illinois,97379262.09521626
92,20,Illinois,244391.18013297577
92,5,Illinois,29745159.51365259
92,6,Illinois,77778568.52023332
92,7,Illinois,78488996.12458348
92,8,Illinois,83365514.19469167
108,1,Colorado,14153254.45650783
108,2,Colorado,431880.81783353497
108,3,Colorado,46007.63527749624
108,4,Colorado,79245.16661388201
108,5,Colorado,320916.86746424204
108,6,Colorado,599010.0386325701
108,7,Colorado,1934417.7976580418
109,1,Colorado,14417122.54648613
109,2,Colorado,439932.6455492163
109,3,Colorado,46865.384771253775
109,4,Colorado,80722.58446280668
109,5,Colorado,326899.92394922394
109,6,Colorado,610177.7623004736
109,7,Colorado,1970482.3742581857
110,1,Colorado,14695916.374379128
110,2,Colorado,448439.92610206513
110,3,Colorado,47771.65299321881
110,4,Colorado,82283.57267298782
110,5,Colorado,333221.4129177662
110,6,Colorado,621977.1899253982
110,7,Colorado,2008586.949019466
111,1,Colorado,14966207.45613658
111,2,Colorado,456687.7488061107
111,3,Colorado,48650.281547977735
111,4,Colorado,83796.95334977393
111,5,Colorado,339350.10703032336
111,6,Colorado,633416.7547140553
111,7,Colorado,2045529.397889199
112,1,Colorado,15201375.716575347
112,2,Colorado,463863.81286677514
112,3,Colorado,49414.737213517976
112,4,Colorado,85113.67863285523
112,5,Colorado,344682.4114624197
112,6,Colorado,643369.8117443984
112,7,Colorado,2077671.381193107
108,8,Wisconsin,222501.96770288766
108,4,Wisconsin,20764279.907207046
108,5,Wisconsin,1787166.1016068987
108,6,Wisconsin,395508.85731656343
108,7,Wisconsin,115413.3734020845
108,1,Wisconsin,1360445.6836889654
108,2,Wisconsin,646972.1037303288
108,3,Wisconsin,165786.41956210727
109,8,Wisconsin,226650.2128584164
109,4,Wisconsin,21151401.53324198
109,5,Wisconsin,1820485.3715425946
109,6,Wisconsin,402882.5795279686
109,7,Wisconsin,117565.09804542668
109,1,Wisconsin,1385809.334514106
109,2,Wisconsin,659034.0145654066
109,3,Wisconsin,168877.28082010435
110,8,Wisconsin,231033.10412065109
110,4,Wisconsin,21560420.75186488
110,5,Wisconsin,1855689.3509579785
110,6,Wisconsin,410673.3974374261
110,7,Wisconsin,119838.53531455003
110,1,Wisconsin,1412607.6840358835
110,2,Wisconsin,671778.2091881512
110,3,Wisconsin,172142.97710673767
111,8,Wisconsin,235282.32451927976
111,4,Wisconsin,21956965.567425154
111,5,Wisconsin,1889819.6677955638
111,6,Wisconsin,418226.6084121354
111,7,Wisconsin,122042.6365438459
111,1,Wisconsin,1438588.728653326
111,2,Wisconsin,684133.7271590556
111,3,Wisconsin,175309.07511068703
112,8,Wisconsin,238979.38238322787
112,4,Wisconsin,22301981.591834735
112,5,Wisconsin,1919514.939969292
112,6,Wisconsin,424798.321670671
112,7,Wisconsin,123960.32708899527
112,1,Wisconsin,1461193.6811635564
112,2,Wisconsin,694883.7143548777
112,3,Wisconsin,178063.75630522074
83,1,Kentucky,214001.2665568905
83,2,Kentucky,216673.9721700895
83,3,Kentucky,3468918.381832885
83,4,Kentucky,217888.34078244993
83,5,Kentucky,365722.32847097295
83,6,Kentucky,263255.48438278196
83,7,Kentucky,304909.11972671247
83,8,Kentucky,200271.25298175344
84,1,Kentucky,221679.09920416647
84,2,Kentucky,224447.69484055892
84,3,Kentucky,3593374.536842098
84,4,Kentucky,225705.63197532963
84,5,Kentucky,378843.53508133546
84,6,Kentucky,272700.4357379238
84,7,Kentucky,315848.49981336057
84,8,Kentucky,207456.48692542917
108,11,North Carolina,426123.0055325474
108,12,North Carolina,3123922.142411727
108,13,North Carolina,1119526.4745548998
108,1,North Carolina,344996.5689981646
108,2,North Carolina,650938.182773066
108,3,North Carolina,368920.30359348014
108,4,North Carolina,1986947.1200578462
108,5,North Carolina,580828.2572221201
108,6,North Carolina,865163.3300378247
108,7,North Carolina,423267.19494837744
108,8,North Carolina,784955.0449618499
108,9,North Carolina,2556529.0521264407
108,10,North Carolina,769337.8980315413
109,11,North Carolina,434067.4867054966
109,12,North Carolina,3182163.4021511134
109,13,North Carolina,1140398.51592381
109,1,North Carolina,351428.558615136
109,2,North Carolina,663074.0357325453
109,3,North Carolina,375798.3185519878
109,4,North Carolina,2023991.0340967455
109,5,North Carolina,591657.0064196697
109,6,North Carolina,881293.1181454198
109,7,North Carolina,431158.4334352363
109,8,North Carolina,799589.4591928239
109,9,North Carolina,2604192.0429976643
109,10,North Carolina,783681.1518976624
110,11,North Carolina,442461.34864239284
110,12,North Carolina,3243699.08744519
110,13,North Carolina,1162451.187429705
110,1,North Carolina,358224.3746853207
110,2,North Carolina,675896.3550270005
110,3,North Carolina,383065.3894537605
110,4,North Carolina,2063130.3426652553
110,5,North Carolina,603098.2854327038
110,6,North Carolina,898335.2901260832
110,7,North Carolina,439496.0410055524
110,8,North Carolina,815051.6712502217
110,9,North Carolina,2654551.098065332
110,10,North Carolina,798835.7340606888
111,11,North Carolina,450599.21180885134
111,12,North Carolina,3303358.0371089033
111,13,North Carolina,1183831.289284965
111,1,North Carolina,364812.92971509666
111,2,North Carolina,688327.6149976049
111,3,North Carolina,390110.8268298065
111,4,North Carolina,2101075.967689212
111,5,North Carolina,614190.6245439867
111,6,North Carolina,914857.7043235668
111,7,North Carolina,447579.36546966067
111,8,North Carolina,830042.311663399
111,9,North Carolina,2703374.286058386
111,10,North Carolina,813528.1267774984
112,11,North Carolina,457679.60496167495
112,12,North Carolina,3355264.6383951763
112,13,North Carolina,1202433.1659307398
112,1,North Carolina,370545.3386983419
112,2,North Carolina,699143.5019419342
112,3,North Carolina,396240.7488419645
112,4,North Carolina,2134090.7699909518
112,5,North Carolina,623841.5759406672
112,6,North Carolina,929233.122779133
112,7,North Carolina,454612.3069208785
112,8,North Carolina,843085.0018102884
112,9,North Carolina,2745853.1725786026
112,10,North Carolina,826311.3248557684
93,1,Oregon,248299.2248956537
93,2,Oregon,23735.08165783133
93,3,Oregon,3997856.2896171324
93,4,Oregon,87877.79957384906
94,1,Oregon,253061.60455192998
94,2,Oregon,24190.320574001187
94,3,Oregon,4074535.181669212
94,4,Oregon,89563.2959546964
95,1,Oregon,258060.4562702914
95,2,Oregon,24668.16400577412
95,3,Oregon,4155021.5013164566
95,4,Oregon,91332.48427814027
96,1,Oregon,263703.5656143428
96,2,Oregon,25207.592435892737
96,3,Oregon,4245880.9882665025
96,4,Oregon,93329.68758039894
97,1,Oregon,268871.14717643394
97,2,Oregon,25701.564861305185
97,3,Oregon,4329084.02065131
97,4,Oregon,95158.59259202675
103,12,Ohio,2104155.9740161505
103,6,Ohio,345735.1458384545
103,3,Ohio,5058423.646043959
103,1,Ohio,12360736.609379502
103,5,Ohio,406540.7736744282
103,10,Ohio,13723251.880413773
103,2,Ohio,1126782.7232507144
103,4,Ohio,475460.39644463354
103,9,Ohio,1928876.9385469875
103,7,Ohio,628420.6786012913
103,14,Ohio,4205138.902341312
103,8,Ohio,796182.2616172914
103,11,Ohio,20477388.488286797
103,16,Ohio,1009014.527884627
103,13,Ohio,1259726.5991005462
103,15,Ohio,2498218.4232646725
103,19,Ohio,1922029.9785835766
103,17,Ohio,1569254.7464715193
103,18,Ohio,356675.04597383057
104,12,Ohio,2155641.4094646065
104,6,Ohio,354194.7490015001
104,3,Ohio,5182195.432601328
104,1,Ohio,12663184.676279645
104,5,Ohio,416488.196307851
104,10,Ohio,14059038.584230874
104,2,Ohio,1154353.3500857735
104,4,Ohio,487094.17542857665
104,9,Ohio,1976073.5676628544
104,7,Ohio,643797.1586161485
104,14,Ohio,4308032.133728075
104,8,Ohio,815663.6075545237
104,11,Ohio,20978438.44664818
104,16,Ohio,1033703.549508249
104,13,Ohio,1290550.1565276615
104,15,Ohio,2559345.9560880302
104,19,Ohio,1969059.0732012566
104,17,Ohio,1607651.977926483
104,18,Ohio,365402.3315374148
58,1,Alabama,115263.33475953588
58,2,Alabama,91397.83144434131
58,3,Alabama,130419.37592278433
58,4,Alabama,166720.91649592613
58,5,Alabama,127662.40241604582
58,6,Alabama,101912.81854920535
58,7,Alabama,139810.82676248552
58,8,Alabama,139694.80211283165
58,9,Alabama,236297.22099359662
59,1,Alabama,119823.43543771474
59,2,Alabama,95013.7541835447
59,3,Alabama,135579.08682160467
59,4,Alabama,173316.80551792737
59,5,Alabama,132713.040670178
59,6,Alabama,105944.74000931998
59,7,Alabama,145342.08652749605
59,8,Alabama,145221.4716576765
59,9,Alabama,245645.71954218243
60,1,Alabama,124377.81812131284
60,2,Alabama,98625.14285034785
60,3,Alabama,140732.3278634986
60,4,Alabama,179904.42383269098
60,5,Alabama,137757.34583559027
60,6,Alabama,109971.60576854422
60,7,Alabama,150866.41054358493
60,8,Alabama,150741.21120936173
60,9,Alabama,254982.49583553497
61,1,Alabama,129355.33240388929
61,2,Alabama,102572.05287476988
61,3,Alabama,146364.33831794764
61,4,Alabama,187104.07448303845
61,5,Alabama,143270.29956627626
61,6,Alabama,114372.59339365998
61,7,Alabama,156903.97997987544
61,8,Alabama,156773.77025486325
61,9,Alabama,265186.71901615435
62,1,Alabama,134177.03133413923
62,2,Alabama,106395.40942628494
62,3,Alabama,151820.0451711517
62,4,Alabama,194078.34836116072
62,5,Alabama,148610.67662934453
62,6,Alabama,118635.8131695116
62,7,Alabama,162752.5502580511
62,8,Alabama,162617.48698676348
62,9,Alabama,275071.5107416653
98,0,Vermont,192242.94271057856
99,0,Vermont,195640.44819972935
100,0,Vermont,199229.8101639959
101,0,Vermont,202955.00406553317
102,0,Vermont,208021.6679598158
98,1,Rhode Island,6899883.243801309
98,2,Rhode Island,2407555.282682747
99,1,Rhode Island,7021824.7354617175
99,2,Rhode Island,2450103.9566315385
100,1,Rhode Island,7150652.239472962
100,2,Rhode Island,2495055.3459345014
101,1,Rhode Island,7284354.952398161
101,2,Rhode Island,2541707.8270618105
102,1,Rhode Island,7466205.0053218985
102,2,Rhode Island,2605160.2131534163
73,1,New York,831233.1801567912
73,35,New York,774272.3305921203
73,36,New York,365125.6295690441
73,37,New York,321999.985162956
73,38,New York,2902950.6458579227
73,8,New York,29736511.654225215
73,13,New York,1205405119.3612306
73,14,New York,1122533672.6661208
73,18,New York,941756874.3539362
73,19,New York,462063614.82829297
73,20,New York,643080358.6316842
73,21,New York,226852707.0840647
73,39,New York,413549.21801816474
73,3,New York,262487345.79006395
73,40,New York,1701409.3631765132
73,41,New York,3036732.7370322384
73,42,New York,1572008.8118569043
73,43,New York,296912.5688242603
73,4,New York,191343141.08009526
73,5,New York,210154394.4598251
73,6,New York,123231094.23229027
73,0,New York,20809.98959032693
73,10,New York,397764167.6983677
73,11,New York,17176057.145695813
73,12,New York,1649779861.160983
73,15,New York,560885332.9444599
73,16,New York,542701866.0608952
73,17,New York,252077572.96819118
73,22,New York,278572444.94892514
73,23,New York,74029402.24572338
73,24,New York,18812094.22781297
73,25,New York,1733145.593377377
73,26,New York,540605.0706007367
73,27,New York,250475.30931167773
73,28,New York,1891316.0438356556
73,29,New York,306550.9023184164
73,2,New York,14494262.9741143
73,30,New York,338844.8440296804
73,31,New York,131563.17869547094
73,32,New York,234840.80560710616
73,33,New York,369810.44103536307
73,34,New York,248924.18630741318
73,7,New York,287738755.45581174
73,9,New York,88054985.14694603
74,1,New York,842296.9974712164
74,35,New York,784577.9918936453
74,36,New York,369985.4972437252
74,37,New York,326285.8451311764
74,38,New York,2941589.281063156
74,8,New York,30132308.33362216
74,13,New York,1221449211.8600044
74,14,New York,1137474735.8721468
74,18,New York,954291775.824653
74,19,New York,468213739.1786453
74,20,New York,651639838.4217641
74,21,New York,229872144.912554
74,39,New York,419053.6096953753
74,3,New York,265981085.10473114
74,40,New York,1724055.3340311495
74,41,New York,3077152.0285587404
74,42,New York,1592932.4452322833
74,43,New York,300864.5121516533
74,4,New York,193889942.15567207
74,5,New York,212951575.66436815
74,6,New York,124871315.46814805
74,0,New York,21086.973147575016
74,10,New York,403058458.3868229
74,11,New York,17404672.608815633
74,12,New York,1671738636.9036212
74,15,New York,568350786.6897826
74,16,New York,549925295.5938245
74,17,New York,255432756.90810278
74,22,New York,282280278.9398232
74,23,New York,75014742.82390901
74,24,New York,19062485.5485721
74,25,New York,1756213.9774147072
74,26,New York,547800.5915245407
74,27,New York,253809.16692245766
74,28,New York,1916489.6962984842
74,29,New York,310631.13306688506
74,2,New York,14687183.422288166
74,30,New York,343354.9111706144
74,31,New York,133314.30101486295
74,32,New York,237966.56602335823
74,33,New York,374732.6641350359
74,34,New York,252237.39827752204
74,7,New York,291568594.1829456
74,9,New York,89227007.98307303
75,1,New York,852719.5979213844
75,35,New York,794286.3761762119
75,36,New York,374563.7054312237
75,37,New York,330323.3129205162
75,38,New York,2977988.5676058657
75,8,New York,30505166.139533244
75,13,New York,1236563449.6450257
75,14,New York,1151549871.756222
75,18,New York,966100201.9761918
75,19,New York,474007425.6614289
75,20,New York,659703243.2465144
75,21,New York,232716587.583298
75,39,New York,424238.98772019113
75,3,New York,269272340.54749256
75,40,New York,1745388.8303567157
75,41,New York,3115228.771339944
75,42,New York,1612643.424222604
75,43,New York,304587.4158414514
75,4,New York,196289140.3060416
75,5,New York,215586642.86162394
75,6,New York,126416475.70582998
75,0,New York,21347.903789000113
75,10,New York,408045912.07885635
75,11,New York,17620038.38729078
75,12,New York,1692424765.3379688
75,15,New York,575383571.067491
75,16,New York,556730082.5640059
75,17,New York,258593487.1198106
75,22,New York,285773220.94387245
75,23,New York,75942976.80155943
75,24,New York,19298365.138617367
75,25,New York,1777945.4054579604
75,26,New York,554579.0873626684
75,27,New York,256949.80679813665
75,28,New York,1940204.3793988067
75,29,New York,314474.88912568515
75,2,New York,14868922.933420725
75,30,New York,347603.5919358056
75,31,New York,134963.93493014807
75,32,New York,240911.16922817347
75,33,New York,379369.61386373296
75,34,New York,255358.58905551286
75,7,New York,295176469.99172753
75,9,New York,90331104.8234554
76,1,New York,866321.3557149313
76,35,New York,806956.063766128
76,36,New York,380538.3831704805
76,37,New York,335592.3107327619
76,38,New York,3025490.5592421135
76,8,New York,30991755.027947757
76,13,New York,1256287913.090482
76,14,New York,1169918280.8803923
76,18,New York,981510497.439799
76,19,New York,481568333.38760954
76,20,New York,670226190.9448313
76,21,New York,236428657.37337285
76,39,New York,431006.03748850373
76,3,New York,273567512.33146054
76,40,New York,1773229.5838517032
76,41,New York,3164919.885889842
76,42,New York,1638366.751465347
76,43,New York,309445.89952980174
76,4,New York,199420154.71037158
76,5,New York,219025472.3512659
76,6,New York,128432948.98480229
76,0,New York,21688.424890480284
76,10,New York,414554665.5756362
76,11,New York,17901096.187581915
76,12,New York,1719420687.324565
76,15,New York,584561532.9568665
76,16,New York,565610502.0569739
76,17,New York,262718320.1685247
76,22,New York,290331598.8029429
76,23,New York,77154345.67251505
76,24,New York,19606193.983019162
76,25,New York,1806305.469931837
76,26,New York,563425.1962618433
76,27,New York,261048.4214490563
76,28,New York,1971152.641996372
76,29,New York,319491.08821911144
76,2,New York,15106097.602425985
76,30,New York,353148.2280356477
76,31,New York,137116.7490067317
76,32,New York,244753.95105421505
76,33,New York,385420.9508033134
76,34,New York,259431.8221409276
76,7,New York,299884839.3794706
